TimeStamp,Fpz,Gnd,Fz,Cz,CPz,POz
1133348.5457,-4574.49,19276.72,8068.37,34680.99,30747.85,22814.47
1133348.5477,-4591.32,19305.9,8185.24,34692.1,30799.3,22849.85
1133348.5497,-4590.42,19324.02,8274.46,34697.35,30838.54,22881.46
1133348.5517,-4596.9,19344.38,8379.41,34706.07,30894.24,22922.04
1133348.5537,-4602.62,19320.06,8345.75,34692.58,30879.83,22905.69
1133348.5557,-4584.12,19287.3,8229.97,34675.41,30822.42,22863.82
1133348.5577,-4567.72,19261.89,8128.55,34667.5,30773.6,22825.53
1133348.5597,-4559.61,19227.7,7984.88,34652.19,30701.35,22779.9
1133348.5617,-4573.2,19249.06,8018.07,34670.02,30722.62,22801.78
1133348.5637,-4591.66,19281.29,8143.38,34689.57,30786.76,22850.09
1133348.5657,-4602.29,19301.94,8233.02,34689.48,30820.28,22872.98
1133348.5677,-4593.56,19335.18,8339.74,34701.3,30874.78,22907.69
1133348.5697,-4585.36,19332.94,8371.54,34698.68,30896.0,22913.65
1133348.5717,-4576.3,19297.51,8264.21,34679.56,30842.74,22870.35
1133348.5737,-4571.82,19272.43,8163.98,34673.41,30795.24,22833.87
1133348.5757,-4557.28,19244.15,8030.08,34660.77,30726.53,22789.29
1133348.5777,-4540.44,19256.93,7995.03,34665.06,30708.32,22786.05
1133348.5797,-4539.25,19306.04,8118.3,34690.72,30769.97,22830.54
1133348.5817,-4555.89,19330.93,8223.77,34700.78,30817.42,22862.48
1133348.5837,-4568.86,19351.63,8317.09,34714.04,30868.96,22901.01
1133348.5857,-4578.78,19371.32,8406.59,34723.67,30919.27,22931.96
1133348.5877,-4560.09,19339.52,8324.91,34702.59,30873.68,22893.72
1133348.5897,-4545.83,19305.66,8213.62,34683.42,30817.42,22847.37
1133348.5917,-4531.57,19274.05,8091.45,34670.74,30754.86,22802.98
1133348.5937,-4518.22,19257.6,7992.94,34664.64,30704.07,22774.75
1133348.5957,-4524.09,19303.94,8085.39,34691.62,30755.29,22816.14
