TimeStamp,Fpz,Gnd,Fz,Cz,CPz,POz
1133267.651,-4035.04,20676.57,9240.25,36196.43,32651.57,24315.26
1133267.653,-4046.54,20714.48,9386.4,36212.64,32715.04,24363.14
1133267.655,-4058.17,20732.02,9496.98,36216.02,32754.33,24386.55
1133267.657,-4063.08,20761.73,9622.91,36238.05,32831.34,24445.49
1133267.659,-4069.47,20737.7,9595.44,36222.46,32823.42,24436.76
1133267.661,-4067.95,20697.21,9464.88,36197.48,32757.48,24381.83
1133267.663,-4061.22,20659.88,9329.37,36177.73,32688.34,24323.42
1133267.665,-4040.43,20635.51,9191.94,36164.81,32620.67,24277.4
1133267.667,-4035.9,20652.39,9189.46,36177.93,32619.05,24284.51
1133267.669,-4046.15,20696.69,9335.61,36202.91,32692.48,24341.35
1133267.671,-4057.22,20724.44,9457.97,36217.55,32743.51,24377.87
1133267.673,-4073.62,20744.76,9571.46,36230.23,32803.68,24421.36
1133267.675,-4074.76,20740.85,9607.22,36228.57,32835.73,24438.29
1133267.677,-4065.94,20703.65,9498.88,36204.49,32782.7,24396.23
1133267.679,-4056.41,20667.89,9367.04,36186.22,32713.8,24344.11
1133267.681,-4038.38,20648.24,9246.26,36176.97,32653.24,24303.77
1133267.683,-4022.79,20643.81,9164.67,36173.63,32606.32,24274.78
1133267.685,-4035.19,20685.72,9294.46,36197.57,32670.22,24325.76
1133267.687,-4042.58,20725.21,9429.12,36220.22,32735.49,24375.44
1133267.689,-4065.04,20744.61,9539.32,36230.0,32790.14,24415.11
1133267.691,-4086.83,20747.47,9613.09,36232.19,32836.3,24448.54
1133267.693,-4078.77,20717.58,9547.85,36215.31,32807.31,24425.46
